📺中央频道,#genre#
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226582/index.m3u8$移动丨回看
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226585/index.m3u8$移动丨回看
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226419/index.m3u8$移动丨回看
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8$移动丨回看
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226421/index.m3u8$移动丨回看
黑龙江农业,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8$移动丨回看
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8$移动丨回看
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8$移动丨回看
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8$移动丨回看
黑龙江新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226330/index.m3u8$移动丨回看
黑龙江农业,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226492/index.m3u8$移动丨回看
黑龙江少儿,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226371/index.m3u8$移动丨回看
黑龙江影视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226365/index.m3u8$移动丨回看
黑龙江文体,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226424/index.m3u8$移动丨回看
黑龙江新闻,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226368/index.m3u8$移动丨回看
黑龙江都市,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226427/index.m3u8$移动丨回看
黑龙江卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226585/index.m3u8$哈尔滨移动
黑龙江影视,http://39.134.65.145/PLTV/88888888/224/3221225971/1.m3u8?zheild
黑龙江影视,http://39.134.65.151/PLTV/88888888/224/3221225971/1.m3u8?zheild
黑龙江文体,http://39.134.65.145/PLTV/88888888/224/3221226012/1.m3u8?zheild
黑龙江文体,http://39.134.65.151/PLTV/88888888/224/3221225965/1.m3u8?zheild
黑龙江新闻,http://39.134.65.149/PLTV/88888888/224/3221225992/1.m3u8?zheild
黑龙江新闻,http://39.134.65.151/PLTV/88888888/224/3221225992/1.m3u8?zheild
黑龙江农业,http://39.134.65.147/PLTV/88888888/224/3221225998/1.m3u8?zheild
黑龙江农业,http://39.134.65.151/PLTV/88888888/224/3221225998/1.m3u8?zheild
黑龙江都市,http://39.134.65.145/PLTV/88888888/224/3221225990/1.m3u8?zheild
黑龙江都市,http://39.134.65.151/PLTV/88888888/224/3221225990/1.m3u8?zheild
黑龙江少儿,http://39.134.65.151/PLTV/88888888/224/3221226002/1.m3u8?zheild
黑龙江少儿,http://39.134.65.145/PLTV/88888888/224/3221226002/1.m3u8?zheild
黑龙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8
黑龙江影视,http://39.134.65.149/PLTV/88888888/224/3221225971/1.m3u8
黑龙江文体,http://39.134.65.149/PLTV/88888888/224/3221225965/1.m3u8
黑龙江新闻,http://39.134.65.149/PLTV/88888888/224/3221225967/1.m3u8
黑龙江农业,http://39.134.65.149/PLTV/88888888/224/3221225994/1.m3u8
黑龙江卫视,http://39.134.65.145/PLTV/88888888/224/3221226060/1.m3u8$鹤岗
黑龙江卫视,http://39.134.65.145/PLTV/88888888/224/3221226068/1.m3u8$鹤岗
黑龙江卫视,http://39.134.65.145/PLTV/88888888/224/3221226099/1.m3u8$鹤岗
黑龙江卫视,http://39.134.65.145/PLTV/88888888/224/3221226122/1.m3u8$鹤岗
黑龙江卫视,http://39.134.65.145/PLTV/88888888/224/3221225985/1.m3u8$鹤岗
黑龙江农业,http://39.134.65.145/PLTV/88888888/224/3221225994/1.m3u8$鹤岗
黑龙江新闻法治,http://39.134.65.145/PLTV/88888888/224/3221225967/1.m3u8$鹤岗
黑龙江都市,http://39.134.65.145/PLTV/88888888/224/3221225969/1.m3u8$鹤岗
黑龙江影视,http://39.134.65.145/PLTV/88888888/224/3221225973/1.m3u8$鹤岗
黑龙江文体,http://39.134.65.145/PLTV/88888888/224/3221225965/1.m3u8$鹤岗
黑龙江少儿,http://39.134.65.145/PLTV/88888888/224/3221225979/1.m3u8$鹤岗
黑龙江农业,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8$绥化
黑龙江影视,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8$绥化
黑龙江都市,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8$绥化
黑龙江少儿,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226304/index.m3u8$绥化
黑龙江卫视,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226327/index.m3u8$黑河
黑龙江文体,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226239/index.m3u8$黑河
黑龙江农业,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226242/index.m3u8$黑河
黑龙江影视,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226365/index.m3u8$黑河
黑龙江少儿,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226371/index.m3u8$黑河
黑龙江卫视,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226421/index.m3u8$黑河
黑龙江文体,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226424/index.m3u8$黑河
黑龙江都市,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226427/index.m3u8$黑河
黑龙江影视,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226298/index.m3u8$黑河
黑龙江都市,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226301/index.m3u8$黑河
哈尔滨影视,http://10.8.8.200/hls/5/index.m3u8$哈尔滨
哈尔滨生活,http://10.8.8.200/hls/6/index.m3u8$哈尔滨
黑龙江卫视,http://10.8.8.200/hls/93/index.m3u8$哈尔滨
黑龙江新闻,http://10.8.8.200/hls/102/index.m3u8$哈尔滨
黑龙江文体,http://10.8.8.200/hls/103/index.m3u8$哈尔滨
黑龙江农业,http://10.8.8.200/hls/4/index.m3u8$哈尔滨
黑龙江影视,http://10.8.8.200/hls/86/index.m3u8$哈尔滨
黑龙江少儿,http://10.8.8.200/hls/277/index.m3u8$哈尔滨
黑龙江影视,http://111.43.126.240:9003/hls/7/index.m3u8$五常移动
黑龙江文体,http://111.43.126.240:9003/hls/8/index.m3u8$五常移动
黑龙江都市,http://111.43.126.240:9003/hls/9/index.m3u8$五常移动
黑龙江新闻,http://111.43.126.240:9003/hls/10/index.m3u8$五常移动
黑龙江农业,http://111.43.126.240:9003/hls/11/index.m3u8$五常移动
黑龙江少儿,http://111.43.126.240:9003/hls/12/index.m3u8$五常移动

📡卫视频道,#genre#
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
浙江卫视,https://ali-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226549/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226248/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226465/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225627/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226474/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225620/index.m3u8
东南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226377/index.m3u8
东方卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226336/index.m3u8
云南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226444/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225634/index.m3u8
内蒙古卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226389/index.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226251/index.m3u8
吉林卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226386/index.m3u8
四川卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226513/index.m3u8
天津卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226395/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8
宁夏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226454/index.m3u8
安徽卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226498/index.m3u8
山东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226507/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225624/index.m3u8
山西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226392/index.m3u8
广东卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226374/index.m3u8
广西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226380/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225635/index.m3u8
新疆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226460/index.m3u8
江苏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226495/index.m3u8
江西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226504/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225623/index.m3u8
河北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226448/index.m3u8
河南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226320/index.m3u8
浙江卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226342/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225639/index.m3u8
海南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226445/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226510/index.m3u8
湖北卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226501/index.m3u8
湖南卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226430/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225633/index.m3u8
甘肃卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226522/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225638/index.m3u8
西藏卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225626/index.m3u8
贵州卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226383/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
辽宁卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226254/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
重庆卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226463/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225625/index.m3u8
陕西卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226457/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225628/index.m3u8
青海卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8
延边卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226516/index.m3u8
兵团卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226439/index.m3u8
康巴卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225660/index.m3u8
安多卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225659/index.m3u8
北京卫视,http://go.bkpcp.top/mg/bjws$咪咕
东方卫视,http://go.bkpcp.top/mg/dfws$咪咕
江苏卫视,http://go.bkpcp.top/mg/jsws$咪咕
辽宁卫视,http://go.bkpcp.top/mg/lnws$咪咕
山东卫视,http://go.bkpcp.top/mg/sdws$咪咕
北京卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8$哈尔滨移动
东方卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8$哈尔滨移动
深圳卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8$哈尔滨移动
天津卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8$哈尔滨移动
江苏卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8$哈尔滨移动
青海卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8$哈尔滨移动
贵州卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226383/index.m3u8$哈尔滨移动
河北卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8$哈尔滨移动
西藏卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8$哈尔滨移动
北京卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8$哈尔滨移动
东方卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8$哈尔滨移动
深圳卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8$哈尔滨移动
天津卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8$哈尔滨移动
江苏卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8$哈尔滨移动
青海卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226323/index.m3u8$哈尔滨移动
贵州卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226383/index.m3u8$哈尔滨移动
河北卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8$哈尔滨移动
西藏卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226433/index.m3u8$哈尔滨移动
东方卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8$哈尔滨移动
北京卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8$哈尔滨移动
深圳卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8$哈尔滨移动
天津卫视,http://39.135.135.41/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8$哈尔滨移动
东方卫视,http://39.134.65.145/PLTV/88888888/224/3221225672/1.m3u8$鹤岗
北京卫视,http://39.134.65.145/PLTV/88888888/224/3221225678/1.m3u8$鹤岗
湖南卫视,http://39.134.65.145/PLTV/88888888/224/3221225977/1.m3u8$鹤岗
辽宁卫视,http://39.134.65.145/PLTV/88888888/224/3221225499/1.m3u8$鹤岗
江苏卫视,http://39.134.65.145/PLTV/88888888/224/3221225503/1.m3u8$鹤岗
湖南卫视,http://39.134.65.145/PLTV/88888888/224/3221225506/1.m3u8$鹤岗
辽宁卫视,http://39.134.65.145/PLTV/88888888/224/3221226089/1.m3u8$鹤岗
浙江卫视,http://39.134.65.145/PLTV/88888888/224/3221225514/1.m3u8$鹤岗
安徽卫视,http://39.134.65.145/PLTV/88888888/224/3221225925/1.m3u8$鹤岗
江苏卫视,http://39.134.65.145/PLTV/88888888/224/3221225938/1.m3u8$鹤岗
深圳卫视,http://39.134.65.145/PLTV/88888888/224/3221225943/1.m3u8$鹤岗
河北卫视,http://39.134.65.145/PLTV/88888888/224/3221225961/1.m3u8$鹤岗
重庆卫视,http://39.134.65.145/PLTV/88888888/224/3221225963/1.m3u8$鹤岗
广东卫视,http://39.134.65.145/PLTV/88888888/224/3221225966/1.m3u8$鹤岗
贵州卫视,http://39.134.65.145/PLTV/88888888/224/3221225974/1.m3u8$鹤岗
吉林卫视,http://39.134.65.145/PLTV/88888888/224/3221225981/1.m3u8$鹤岗

宁夏卫视,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225632/index.m3u8$绥化
东方卫视,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8$绥化
湖南卫视,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226307/index.m3u8$绥化
江苏卫视,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226310/index.m3u8$绥化
深圳卫视,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226313/index.m3u8$绥化
浙江卫视,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226339/index.m3u8$绥化
东南卫视,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226341/index.m3u8$绥化
江西卫视,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226344/index.m3u8$绥化
东方卫视,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226345/index.m3u8$绥化
安徽卫视,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226391/index.m3u8$绥化
河北卫视,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226406/index.m3u8$绥化
北京卫视,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226450/index.m3u8$绥化
山东卫视,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226456/index.m3u8$绥化
湖北卫视,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8$绥化
河南卫视,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226480/index.m3u8$绥化
辽宁卫视,http://39.135.133.167:80/wh7f454c46tw3123557892_1888684188/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226546/index.m3u8$绥化
湖南卫视,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225610/index.m3u8$黑河
浙江卫视,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225612/index.m3u8$黑河
江苏卫视,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225613/index.m3u8$黑河
北京卫视,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8$黑河
东方卫视,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225738/index.m3u8$黑河
天津卫视,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225740/index.m3u8$黑河
辽宁卫视,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226254/index.m3u8$黑河
四川卫视,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226338/index.m3u8$黑河
天津卫视,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226395/index.m3u8$黑河
吉林卫视,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226397/index.m3u8$黑河
重庆卫视,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226409/index.m3u8$黑河
天津卫视,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226459/index.m3u8$黑河
湖北卫视,http://39.135.133.132/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226477/index.m3u8$黑河
